duracao;intensidade;f01;f02;f03;falante;modalidade;frase;acento;escolaridade;genero;vogal;Variedade;intst;f0st;durz;n_vogais
80;55;204;204;204;1;i;twp;proparoxitona;fundamental;feminino;V2;Mazagao;-14,161;2,304;-0,244;9
100;70;218;208;205;1;i;twp;proparoxitona;fundamental;feminino;V3;Mazagao;0,839;2,834;-0,056;9
180;73;201;218;233;1;i;twp;proparoxitona;fundamental;feminino;V4;Mazagao;3,839;3,400;0,693;9
48;62;195;186;174;1;i;twp;proparoxitona;fundamental;feminino;V1;Mazagao;-7,161;0,612;-0,543;9
92;50;181;178;180;1;i;twp;proparoxitona;fundamental;feminino;V2;Mazagao;-19,161;0,105;-0,131;9
0;0;50;50;50;1;i;twp;proparoxitona;fundamental;feminino;V3;Mazagao;-69,161;-22,039;-0,993;9
100;70;218;208;205;1;i;twp;proparoxitona;fundamental;feminino;V4;Mazagao;0,839;2,834;-0,056;9
170;68;195;195;203;1;i;twp;proparoxitona;fundamental;feminino;V1;Mazagao;-1,161;1,758;0,600;9
48;62;195;186;174;1;i;twp;proparoxitona;fundamental;feminino;V2;Mazagao;-7,161;0,612;-0,543;9
77;51;181;177;179;1;i;twp;proparoxitona;fundamental;feminino;V3;Mazagao;-18,161;0,041;-0,272;9
50;54;199;199;199;1;a;twt;paroxitona;fundamental;feminino;V4;Mazagao;-15,161;1,875;-0,525;9
49;57;251;244;235;1;a;twt;paroxitona;fundamental;feminino;V1;Mazagao;-12,161;5,357;-0,534;9
112;63;227;236;229;1;a;twt;paroxitona;fundamental;feminino;V2;Mazagao;-6,161;4,431;0,056;9
138;60;203;143;139;1;a;twt;paroxitona;fundamental;feminino;V3;Mazagao;-9,161;-1,722;0,300;9
0;0;50;50;50;1;a;twt;paroxitona;fundamental;feminino;V4;Mazagao;-69,161;-22,039;-0,993;9
30;56;241;229;216;1;a;twt;paroxitona;fundamental;feminino;V1;Mazagao;-13,161;4,280;-0,712;9
71;57;218;214;211;1;a;twt;paroxitona;fundamental;feminino;V2;Mazagao;-12,161;3,160;-0,328;9
80;63;244;221;215;1;a;twt;paroxitona;fundamental;feminino;V3;Mazagao;-6,161;4,128;-0,244;9
150;59;191;144;136;1;a;twt;paroxitona;fundamental;feminino;V4;Mazagao;-10,161;-2,229;0,412;9
170;66;186;206;243;1;a;twt;paroxitona;fundamental;feminino;V1;Mazagao;-3,161;2,943;0,600;9
50;60;259;230;235;1;a;twt;paroxitona;fundamental;feminino;V2;Mazagao;-9,161;5,214;-0,525;9
51;57;251;243;234;1;a;twt;paroxitona;fundamental;feminino;V3;Mazagao;-12,161;5,309;-0,515;9
86;63;229;236;234;1;a;twt;paroxitona;fundamental;feminino;V4;Mazagao;-6,161;4,605;-0,187;9
47;49;200;196;192;1;i;twt;paroxitona;fundamental;feminino;V1;Mazagao;-20,161;1,612;-0,553;9
170;63;187;197;231;1;i;twt;paroxitona;fundamental;feminino;V2;Mazagao;-6,161;2,389;0,600;9
60;54;224;198;184;1;i;twt;paroxitona;fundamental;feminino;V3;Mazagao;-15,161;2,134;-0,431;9
50;54;193;183;180;1;i;twt;paroxitona;fundamental;feminino;V4;Mazagao;-15,161;0,643;-0,525;9
130;68;188;202;211;1;i;twt;paroxitona;fundamental;feminino;V1;Mazagao;-1,161;1,990;0,225;9
51;48;200;196;192;1;i;twt;paroxitona;fundamental;feminino;V2;Mazagao;-21,161;1,612;-0,515;9
170;63;187;197;231;1;i;twt;paroxitona;fundamental;feminino;V3;Mazagao;-6,161;2,389;0,600;9
79;52;224;193;180;1;i;twt;paroxitona;fundamental;feminino;V4;Mazagao;-17,161;1,875;-0,253;9
98;64;202;195;188;1;i;twt;paroxitona;fundamental;feminino;V1;Mazagao;-5,161;1,523;-0,075;9
130;68;188;202;211;1;i;twt;paroxitona;fundamental;feminino;V2;Mazagao;-1,161;1,990;0,225;9
45;49;200;196;193;1;i;twt;paroxitona;fundamental;feminino;V3;Mazagao;-20,161;1,641;-0,571;9
170;63;187;197;231;1;i;twt;paroxitona;fundamental;feminino;V4;Mazagao;-6,161;2,389;0,600;9
0;0;50;50;50;2;a;kwk;oxitona;fundamental;masculino;V2;Mazagao;-66,207;-16,602;-0,938;9
100;52;128;131;127;2;a;kwk;oxitona;fundamental;masculino;V3;Mazagao;-14,207;-0,239;0,154;9
150;62;144;130;119;2;a;kwk;oxitona;fundamental;masculino;V4;Mazagao;-4,207;0,072;0,700;9
143;65;157;154;146;2;a;kwk;oxitona;fundamental;masculino;V1;Mazagao;-1,207;2,684;0,624;9
172;55;115;120;114;2;a;kwk;oxitona;fundamental;masculino;V2;Mazagao;-11,207;-1,983;0,940;9
0;0;50;50;50;2;a;kwk;oxitona;fundamental;masculino;V3;Mazagao;-66,207;-16,602;-0,938;9
110;52;127;130;124;2;a;kwk;oxitona;fundamental;masculino;V4;Mazagao;-14,207;-0,465;0,263;9
100;52;145;152;147;2;a;kwk;oxitona;fundamental;masculino;V1;Mazagao;-14,207;2,185;0,154;9
135;58;164;159;135;2;a;kwk;oxitona;fundamental;masculino;V2;Mazagao;-8,207;2,722;0,536;9
157;50;126;124;121;2;a;kwk;oxitona;fundamental;masculino;V3;Mazagao;-16,207;-0,925;0,777;9
0;0;50;50;50;2;a;kwk;oxitona;fundamental;masculino;V4;Mazagao;-66,207;-16,602;-0,938;9
50;52;132;132;137;2;a;kwk;oxitona;fundamental;masculino;V1;Mazagao;-14,207;0,421;-0,392;9
100;52;145;152;147;2;a;kwk;oxitona;fundamental;masculino;V2;Mazagao;-14,207;2,185;0,154;9
134;58;164;159;135;2;a;kwk;oxitona;fundamental;masculino;V3;Mazagao;-8,207;2,722;0,526;9
180;50;126;123;121;2;a;kwk;oxitona;fundamental;masculino;V4;Mazagao;-16,207;-0,972;1,028;9
30;66;176;166;164;2;i;kwk;oxitona;fundamental;masculino;V1;Mazagao;-0,207;4,448;-0,610;9
50;54;149;151;150;2;i;kwk;oxitona;fundamental;masculino;V2;Mazagao;-12,207;2,417;-0,392;9
102;54;143;150;141;2;i;kwk;oxitona;fundamental;masculino;V3;Mazagao;-12,207;1,790;0,176;9
100;62;135;125;121;2;i;kwk;oxitona;fundamental;masculino;V4;Mazagao;-4,207;-0,465;0,154;9
130;69;146;194;201;2;i;kwk;oxitona;fundamental;masculino;V1;Mazagao;2,793;5,606;0,482;9
40;66;163;160;158;2;i;kwk;oxitona;fundamental;masculino;V2;Mazagao;-0,207;3,570;-0,501;9
58;46;147;142;137;2;i;kwk;oxitona;fundamental;masculino;V3;Mazagao;-20,207;1,468;-0,304;9
110;49;138;142;126;2;i;kwk;oxitona;fundamental;masculino;V4;Mazagao;-17,207;0,636;0,263;9
194;63;124;142;163;2;i;kwk;oxitona;fundamental;masculino;V1;Mazagao;-3,207;1,590;1,181;9
120;70;137;169;193;2;i;kwk;oxitona;fundamental;masculino;V2;Mazagao;3,793;4,206;0,373;9
30;64;157;150;144;2;i;kwk;oxitona;fundamental;masculino;V3;Mazagao;-2,207;2,455;-0,610;9
40;51;144;143;134;2;i;kwk;oxitona;fundamental;masculino;V4;Mazagao;-15,207;1,264;-0,501;9
178;70;146;143;129;2;a;kwp;proparoxitona;fundamental;masculino;V1;Mazagao;3,793;1,140;1,006;9
292;62;131;174;179;2;a;kwp;proparoxitona;fundamental;masculino;V2;Mazagao;-4,207;3,678;2,251;9
150;67;142;157;175;2;a;kwp;proparoxitona;fundamental;masculino;V3;Mazagao;0,793;3,317;0,700;9
40;64;174;167;164;2;a;kwp;proparoxitona;fundamental;masculino;V4;Mazagao;-2,207;4,413;-0,501;9
110;55;123;124;123;2;a;kwp;proparoxitona;fundamental;masculino;V1;Mazagao;-11,207;-0,972;0,263;9
150;64;136;126;119;2;a;kwp;proparoxitona;fundamental;masculino;V2;Mazagao;-2,207;-0,465;0,700;9
160;60;124;144;152;2;a;kwp;proparoxitona;fundamental;masculino;V3;Mazagao;-6,207;1,223;0,809;9
100;64;147;152;158;2;a;kwp;proparoxitona;fundamental;masculino;V4;Mazagao;-2,207;2,684;0,154;9
0;0;50;50;50;2;a;kwp;proparoxitona;fundamental;masculino;V1;Mazagao;-66,207;-16,602;-0,938;9
110;55;123;124;123;2;a;kwp;proparoxitona;fundamental;masculino;V2;Mazagao;-11,207;-0,972;0,263;9
150;64;136;126;119;2;a;kwp;proparoxitona;fundamental;masculino;V3;Mazagao;-2,207;-0,465;0,700;9
144;61;124;141;153;2;a;kwp;proparoxitona;fundamental;masculino;V4;Mazagao;-5,207;1,140;0,635;9
0;0;50;50;50;2;a;kwp;proparoxitona;fundamental;masculino;V1;Mazagao;-66,207;-16,602;-0,938;9
0;0;50;50;50;2;i;kwp;proparoxitona;fundamental;masculino;V2;Mazagao;-66,207;-16,602;-0,938;9
160;55;139;156;145;2;i;kwp;proparoxitona;fundamental;masculino;V3;Mazagao;-11,207;2,028;0,809;9
160;66;158;151;113;2;i;kwp;proparoxitona;fundamental;masculino;V4;Mazagao;-0,207;1,305;0,809;9
50;57;133;129;127;2;i;kwp;proparoxitona;fundamental;masculino;V1;Mazagao;-9,207;-0,105;-0,392;9
41;48;126;124;123;2;i;kwp;proparoxitona;fundamental;masculino;V2;Mazagao;-18,207;-0,832;-0,490;9
0;0;50;50;50;2;i;kwp;proparoxitona;fundamental;masculino;V3;Mazagao;-66,207;-16,602;-0,938;9
160;55;139;156;145;2;i;kwp;proparoxitona;fundamental;masculino;V4;Mazagao;-11,207;2,028;0,809;9
140;68;157;174;183;2;i;kwp;proparoxitona;fundamental;masculino;V1;Mazagao;1,793;4,719;0,591;9
50;57;133;129;127;2;i;kwp;proparoxitona;fundamental;masculino;V2;Mazagao;-9,207;-0,105;-0,392;9
41;48;126;124;123;2;i;kwp;proparoxitona;fundamental;masculino;V3;Mazagao;-18,207;-0,832;-0,490;9
0;0;50;50;50;2;i;kwp;proparoxitona;fundamental;masculino;V4;Mazagao;-66,207;-16,602;-0,938;9
30;49;156;156;156;2;i;kwp;proparoxitona;fundamental;masculino;V1;Mazagao;-17,207;3,096;-0,610;9
150;65;153;175;174;2;i;kwp;proparoxitona;fundamental;masculino;V2;Mazagao;-1,207;4,310;0,700;9
52;55;130;124;123;2;i;kwp;proparoxitona;fundamental;masculino;V3;Mazagao;-11,207;-0,647;-0,370;9
38;46;123;123;124;2;i;kwp;proparoxitona;fundamental;masculino;V4;Mazagao;-20,207;-0,972;-0,523;9
0;0;50;50;50;2;a;kwt;paroxitona;fundamental;masculino;V2;Mazagao;-66,207;-16,602;-0,938;9
97;49;134;135;130;2;a;kwt;paroxitona;fundamental;masculino;V3;Mazagao;-17,207;0,335;0,122;9
170;67;144;139;126;2;a;kwt;paroxitona;fundamental;masculino;V4;Mazagao;0,793;0,763;0,919;9
91;59;130;115;65;2;a;kwt;paroxitona;fundamental;masculino;V1;Mazagao;-7,207;-4,035;0,056;9
0;0;50;50;50;2;a;kwt;paroxitona;fundamental;masculino;V2;Mazagao;-66,207;-16,602;-0,938;9
0;0;50;50;50;2;a;kwt;paroxitona;fundamental;masculino;V3;Mazagao;-66,207;-16,602;-0,938;9
93;47;68;71;141;2;a;kwt;paroxitona;fundamental;masculino;V4;Mazagao;-19,207;-5,797;0,078;9
83;65;171;172;169;2;a;kwt;paroxitona;fundamental;masculino;V1;Mazagao;-1,207;4,652;-0,031;9
116;60;123;118;116;2;a;kwt;paroxitona;fundamental;masculino;V2;Mazagao;-6,207;-1,591;0,329;9
0;0;50;50;50;2;a;kwt;paroxitona;fundamental;masculino;V3;Mazagao;-66,207;-16,602;-0,938;9
0;0;50;50;50;2;a;kwt;paroxitona;fundamental;masculino;V4;Mazagao;-66,207;-16,602;-0,938;9
83;61;156;158;156;2;a;kwt;paroxitona;fundamental;masculino;V1;Mazagao;-5,207;3,170;-0,031;9
70;60;160;163;160;2;a;kwt;paroxitona;fundamental;masculino;V2;Mazagao;-6,207;3,642;-0,173;9
131;57;121;89;55;2;a;kwt;paroxitona;fundamental;masculino;V3;Mazagao;-9,207;-6,750;0,493;9
0;0;50;50;50;2;a;kwt;paroxitona;fundamental;masculino;V4;Mazagao;-66,207;-16,602;-0,938;9
47;62;156;153;150;2;i;kwt;paroxitona;fundamental;masculino;V1;Mazagao;-4,207;2,760;-0,424;9
79;61;145;143;137;2;i;kwt;paroxitona;fundamental;masculino;V2;Mazagao;-5,207;1,428;-0,075;9
55;58;133;129;126;2;i;kwt;paroxitona;fundamental;masculino;V3;Mazagao;-8,207;-0,149;-0,337;9
170;66;141;156;126;2;i;kwt;paroxitona;fundamental;masculino;V4;Mazagao;-0,207;1,346;0,919;9
130;71;144;174;190;2;i;kwt;paroxitona;fundamental;masculino;V1;Mazagao;4,793;4,516;0,482;9
46;59;146;147;144;2;i;kwt;paroxitona;fundamental;masculino;V2;Mazagao;-7,207;1,910;-0,435;9
62;60;152;151;138;2;i;kwt;paroxitona;fundamental;masculino;V3;Mazagao;-6,207;2,067;-0,261;9
54;56;136;131;124;2;i;kwt;paroxitona;fundamental;masculino;V4;Mazagao;-10,207;-0,016;-0,348;9
160;64;154;188;155;2;i;kwt;paroxitona;fundamental;masculino;V1;Mazagao;-2,207;4,137;0,809;9
130;71;144;174;190;2;i;kwt;paroxitona;fundamental;masculino;V2;Mazagao;4,793;4,516;0,482;9
30;61;146;147;146;2;i;kwt;paroxitona;fundamental;masculino;V3;Mazagao;-5,207;1,989;-0,610;9
58;60;152;151;138;2;i;kwt;paroxitona;fundamental;masculino;V4;Mazagao;-6,207;2,067;-0,304;9
0;0;50;50;50;2;a;pwk;oxitona;fundamental;masculino;V2;Mazagao;-66,207;-16,602;-0,938;9
230;72;122;143;156;2;a;pwk;oxitona;fundamental;masculino;V3;Mazagao;5,793;1,264;1,574;9
37;64;156;155;150;2;a;pwk;oxitona;fundamental;masculino;V4;Mazagao;-2,207;2,835;-0,534;9
124;61;162;161;153;2;a;pwk;oxitona;fundamental;masculino;V1;Mazagao;-5,207;3,390;0,416;9
150;54;123;120;118;2;a;pwk;oxitona;fundamental;masculino;V2;Mazagao;-12,207;-1,398;0,700;9
0;0;50;50;50;2;a;pwk;oxitona;fundamental;masculino;V3;Mazagao;-66,207;-16,602;-0,938;9
98;70;126;138;145;2;a;pwk;oxitona;fundamental;masculino;V4;Mazagao;3,793;0,763;0,132;9
100;48;142;144;143;2;a;pwk;oxitona;fundamental;masculino;V1;Mazagao;-18,207;1,590;0,154;9
134;57;157;157;140;2;a;pwk;oxitona;fundamental;masculino;V2;Mazagao;-9,207;2,570;0,526;9
86;47;123;118;118;2;a;pwk;oxitona;fundamental;masculino;V3;Mazagao;-19,207;-1,494;0,001;9
0;0;50;50;50;2;a;pwk;oxitona;fundamental;masculino;V4;Mazagao;-66,207;-16,602;-0,938;9
60;54;158;159;157;2;a;pwk;oxitona;fundamental;masculino;V1;Mazagao;-12,207;3,317;-0,282;9
100;55;151;160;154;2;a;pwk;oxitona;fundamental;masculino;V2;Mazagao;-11,207;2,985;0,154;9
135;61;162;162;143;2;a;pwk;oxitona;fundamental;masculino;V3;Mazagao;-5,207;3,059;0,536;9
159;54;124;120;118;2;a;pwk;oxitona;fundamental;masculino;V4;Mazagao;-12,207;-1,350;0,798;9
40;59;161;154;145;2;i;pwk;oxitona;fundamental;masculino;V1;Mazagao;-7,207;2,798;-0,501;9
30;51;138;137;135;2;i;pwk;oxitona;fundamental;masculino;V2;Mazagao;-15,207;0,805;-0,610;9
130;52;135;135;122;2;i;pwk;oxitona;fundamental;masculino;V3;Mazagao;-14,207;0,028;0,482;9
147;61;130;121;117;2;i;pwk;oxitona;fundamental;masculino;V4;Mazagao;-5,207;-1,066;0,667;9
110;74;152;187;197;2;i;pwk;oxitona;fundamental;masculino;V1;Mazagao;7,793;5,445;0,263;9
30;64;172;164;158;2;i;pwk;oxitona;fundamental;masculino;V2;Mazagao;-2,207;4,032;-0,610;9
40;53;151;151;148;2;i;pwk;oxitona;fundamental;masculino;V3;Mazagao;-13,207;2,417;-0,501;9
100;54;145;147;133;2;i;pwk;oxitona;fundamental;masculino;V4;Mazagao;-12,207;1,428;0,154;9
94;53;143;138;127;2;i;pwk;oxitona;fundamental;masculino;V1;Mazagao;-13,207;0,721;0,089;9
110;74;152;187;197;2;i;pwk;oxitona;fundamental;masculino;V2;Mazagao;7,793;5,445;0,263;9
30;64;172;164;158;2;i;pwk;oxitona;fundamental;masculino;V3;Mazagao;-2,207;4,032;-0,610;9
40;53;151;151;148;2;i;pwk;oxitona;fundamental;masculino;V4;Mazagao;-13,207;2,417;-0,501;9
40;60;153;152;142;2;a;pwp;proparoxitona;fundamental;masculino;V1;Mazagao;-6,207;2,301;-0,501;9
66;53;141;137;133;2;a;pwp;proparoxitona;fundamental;masculino;V2;Mazagao;-13,207;0,848;-0,217;9
160;63;124;135;150;2;a;pwp;proparoxitona;fundamental;masculino;V3;Mazagao;-3,207;0,763;0,809;9
30;58;159;156;154;2;a;pwp;proparoxitona;fundamental;masculino;V4;Mazagao;-8,207;3,133;-0,610;9
164;65;64;127;145;2;a;pwp;proparoxitona;fundamental;masculino;V1;Mazagao;-1,207;-2,640;0,853;9
40;60;153;152;142;2;a;pwp;proparoxitona;fundamental;masculino;V2;Mazagao;-6,207;2,301;-0,501;9
67;53;141;137;133;2;a;pwp;proparoxitona;fundamental;masculino;V3;Mazagao;-13,207;0,848;-0,206;9
160;63;124;135;150;2;a;pwp;proparoxitona;fundamental;masculino;V4;Mazagao;-3,207;0,763;0,809;9
0;0;50;50;50;2;a;pwp;proparoxitona;fundamental;masculino;V1;Mazagao;-66,207;-16,602;-0,938;9
150;59;118;120;137;2;a;pwp;proparoxitona;fundamental;masculino;V2;Mazagao;-7,207;-0,739;0,700;9
40;57;149;145;144;2;a;pwp;proparoxitona;fundamental;masculino;V3;Mazagao;-9,207;1,949;-0,501;9
70;54;136;132;129;2;a;pwp;proparoxitona;fundamental;masculino;V4;Mazagao;-12,207;0,248;-0,173;9
0;0;50;50;50;2;a;pwp;proparoxitona;fundamental;masculino;V1;Mazagao;-66,207;-16,602;-0,938;9
0;0;50;50;50;2;i;pwp;proparoxitona;fundamental;masculino;V2;Mazagao;-66,207;-16,602;-0,938;9
116;72;170;204;209;2;i;pwp;proparoxitona;fundamental;masculino;V3;Mazagao;5,793;6,900;0,329;9
30;66;172;165;160;2;i;pwp;proparoxitona;fundamental;masculino;V4;Mazagao;-0,207;4,137;-0,610;9
40;59;127;126;122;2;i;pwp;proparoxitona;fundamental;masculino;V1;Mazagao;-7,207;-0,739;-0,501;9
45;47;120;120;120;2;i;pwp;proparoxitona;fundamental;masculino;V2;Mazagao;-19,207;-1,446;-0,446;9
0;0;50;50;50;2;i;pwp;proparoxitona;fundamental;masculino;V3;Mazagao;-66,207;-16,602;-0,938;9
109;72;174;206;209;2;i;pwp;proparoxitona;fundamental;masculino;V4;Mazagao;5,793;7,077;0,253;9
190;70;163;177;154;2;i;pwp;proparoxitona;fundamental;masculino;V1;Mazagao;3,793;4,032;1,137;9
40;59;127;126;122;2;i;pwp;proparoxitona;fundamental;masculino;V2;Mazagao;-7,207;-0,739;-0,501;9
43;47;120;120;120;2;i;pwp;proparoxitona;fundamental;masculino;V3;Mazagao;-19,207;-1,446;-0,468;9
0;0;50;50;50;2;i;pwp;proparoxitona;fundamental;masculino;V4;Mazagao;-66,207;-16,602;-0,938;9
31;52;136;137;130;2;i;pwp;proparoxitona;fundamental;masculino;V1;Mazagao;-14,207;0,507;-0,599;9
142;68;166;183;154;2;i;pwp;proparoxitona;fundamental;masculino;V2;Mazagao;1,793;4,345;0,613;9
40;59;127;126;122;2;i;pwp;proparoxitona;fundamental;masculino;V3;Mazagao;-7,207;-0,739;-0,501;9
43;47;120;120;120;2;i;pwp;proparoxitona;fundamental;masculino;V4;Mazagao;-19,207;-1,446;-0,468;9
30;61;157;155;155;2;a;pws;paroxitona;fundamental;masculino;V1;Mazagao;-5,207;3,059;-0,610;9
76;59;150;155;148;2;a;pws;paroxitona;fundamental;masculino;V2;Mazagao;-7,207;2,532;-0,108;9
70;63;149;145;140;2;a;pws;paroxitona;fundamental;masculino;V3;Mazagao;-3,207;1,790;-0,173;9
180;65;141;144;146;2;a;pws;paroxitona;fundamental;masculino;V4;Mazagao;-1,207;1,670;1,028;9
109;61;130;147;146;2;a;pws;paroxitona;fundamental;masculino;V1;Mazagao;-5,207;1,346;0,253;9
44;58;72;68;67;2;a;pws;paroxitona;fundamental;masculino;V2;Mazagao;-8,207;-11,026;-0,457;9
87;52;106;126;124;2;a;pws;paroxitona;fundamental;masculino;V3;Mazagao;-14,207;-1,640;0,012;9
180;62;123;140;154;2;a;pws;paroxitona;fundamental;masculino;V4;Mazagao;-4,207;1,099;1,028;9
60;58;147;149;149;2;a;pws;paroxitona;fundamental;masculino;V1;Mazagao;-8,207;2,224;-0,282;9
140;57;132;111;107;2;a;pws;paroxitona;fundamental;masculino;V2;Mazagao;-9,207;-1,934;0,591;9
0;0;50;50;50;2;a;pws;paroxitona;fundamental;masculino;V3;Mazagao;-66,207;-16,602;-0,938;9
0;0;50;50;50;2;a;pws;paroxitona;fundamental;masculino;V4;Mazagao;-66,207;-16,602;-0,938;9
163;55;151;154;145;2;a;pws;paroxitona;fundamental;masculino;V1;Mazagao;-11,207;2,417;0,842;9
93;61;145;146;140;2;a;pws;paroxitona;fundamental;masculino;V2;Mazagao;-5,207;1,670;0,078;9
168;66;142;153;159;2;a;pws;paroxitona;fundamental;masculino;V3;Mazagao;-0,207;2,570;0,897;9
0;0;50;50;50;2;a;pws;paroxitona;fundamental;masculino;V4;Mazagao;-66,207;-16,602;-0,938;9
66;64;158;152;146;2;i;pws;paroxitona;fundamental;masculino;V1;Mazagao;-2,207;2,646;-0,217;9
95;54;137;132;123;2;i;pws;paroxitona;fundamental;masculino;V2;Mazagao;-12,207;0,028;0,100;9
149;71;138;168;180;2;i;pws;paroxitona;fundamental;masculino;V3;Mazagao;4,793;3,749;0,689;9
30;53;148;145;144;2;i;pws;paroxitona;fundamental;masculino;V4;Mazagao;-13,207;1,910;-0,610;9
120;64;145;158;165;2;i;pws;paroxitona;fundamental;masculino;V1;Mazagao;-2,207;3,096;0,373;9
0;0;50;50;50;2;i;pws;paroxitona;fundamental;masculino;V2;Mazagao;-66,207;-16,602;-0,938;9
0;0;50;50;50;2;i;pws;paroxitona;fundamental;masculino;V3;Mazagao;-66,207;-16,602;-0,938;9
132;67;133;155;162;2;i;pws;paroxitona;fundamental;masculino;V4;Mazagao;0,793;2,417;0,504;9
65;61;147;140;137;2;i;pws;paroxitona;fundamental;masculino;V1;Mazagao;-5,207;1,387;-0,228;9
170;66;142;155;128;2;i;pws;paroxitona;fundamental;masculino;V2;Mazagao;-0,207;1,428;0,919;9
0;0;50;50;50;2;i;pws;paroxitona;fundamental;masculino;V3;Mazagao;-66,207;-16,602;-0,938;9
60;62;128;125;123;2;i;pws;paroxitona;fundamental;masculino;V4;Mazagao;-4,207;-0,693;-0,282;9
117;62;157;152;147;2;i;pws;paroxitona;fundamental;masculino;V1;Mazagao;-4,207;2,646;0,340;9
185;72;139;175;199;2;i;pws;paroxitona;fundamental;masculino;V2;Mazagao;5,793;4,685;1,082;9
50;64;159;159;154;2;i;pws;paroxitona;fundamental;masculino;V3;Mazagao;-2,207;3,243;-0,392;9
92;58;142;142;135;2;i;pws;paroxitona;fundamental;masculino;V4;Mazagao;-8,207;1,181;0,067;9
0;0;50;50;50;2;i;pws;paroxitona;fundamental;masculino;V1;Mazagao;-66,207;-16,602;-0,938;9
0;0;50;50;50;2;a;pwt;paroxitona;fundamental;masculino;V2;Mazagao;-66,207;-16,602;-0,938;9
177;71;138;155;165;2;a;pwt;paroxitona;fundamental;masculino;V3;Mazagao;4,793;2,722;0,995;9
70;63;172;165;163;2;a;pwt;paroxitona;fundamental;masculino;V4;Mazagao;-3,207;4,241;-0,173;9
137;61;133;119;114;2;a;pwt;paroxitona;fundamental;masculino;V1;Mazagao;-5,207;-1,160;0,558;9
0;0;50;50;50;2;a;pwt;paroxitona;fundamental;masculino;V2;Mazagao;-66,207;-16,602;-0,938;9
0;0;50;50;50;2;a;pwt;paroxitona;fundamental;masculino;V3;Mazagao;-66,207;-16,602;-0,938;9
123;71;133;150;156;2;a;pwt;paroxitona;fundamental;masculino;V4;Mazagao;4,793;1,989;0,405;9
57;58;150;151;154;2;a;pwt;paroxitona;fundamental;masculino;V1;Mazagao;-8,207;2,608;-0,315;9
150;54;71;52;52;2;a;pwt;paroxitona;fundamental;masculino;V2;Mazagao;-12,207;-13,934;0,700;9
0;0;50;50;50;2;a;pwt;paroxitona;fundamental;masculino;V3;Mazagao;-66,207;-16,602;-0,938;9
0;0;50;50;50;2;a;pwt;paroxitona;fundamental;masculino;V4;Mazagao;-66,207;-16,602;-0,938;9
72;59;75;152;146;2;a;pwt;paroxitona;fundamental;masculino;V1;Mazagao;-7,207;-0,832;-0,151;9
55;58;151;151;154;2;a;pwt;paroxitona;fundamental;masculino;V2;Mazagao;-8,207;2,646;-0,337;9
150;54;71;52;52;2;a;pwt;paroxitona;fundamental;masculino;V3;Mazagao;-12,207;-13,934;0,700;9
0;0;50;50;50;2;a;pwt;paroxitona;fundamental;masculino;V4;Mazagao;-66,207;-16,602;-0,938;9
30;64;155;153;150;2;i;pwt;paroxitona;fundamental;masculino;V1;Mazagao;-2,207;2,722;-0,610;9
123;63;146;144;136;2;i;pwt;paroxitona;fundamental;masculino;V2;Mazagao;-3,207;1,468;0,405;9
70;58;137;133;130;2;i;pwt;paroxitona;fundamental;masculino;V3;Mazagao;-8,207;0,378;-0,173;9
143;69;142;165;162;2;i;pwt;paroxitona;fundamental;masculino;V4;Mazagao;2,793;3,133;0,624;9
120;72;145;187;204;2;i;pwt;paroxitona;fundamental;masculino;V1;Mazagao;5,793;5,445;0,373;9
40;64;161;158;155;2;i;pwt;paroxitona;fundamental;masculino;V2;Mazagao;-2,207;3,317;-0,501;9
58;61;148;143;133;2;i;pwt;paroxitona;fundamental;masculino;V3;Mazagao;-5,207;1,387;-0,304;9
43;59;127;122;120;2;i;pwt;paroxitona;fundamental;masculino;V4;Mazagao;-7,207;-1,019;-0,468;9
81;53;148;148;141;2;i;pwt;paroxitona;fundamental;masculino;V1;Mazagao;-13,207;1,910;-0,053;9
120;72;145;187;204;2;i;pwt;paroxitona;fundamental;masculino;V2;Mazagao;5,793;5,445;0,373;9
40;64;161;158;155;2;i;pwt;paroxitona;fundamental;masculino;V3;Mazagao;-2,207;3,317;-0,501;9
60;61;148;142;133;2;i;pwt;paroxitona;fundamental;masculino;V4;Mazagao;-5,207;1,346;-0,282;9
30;64;154;153;151;2;a;twk;oxitona;fundamental;masculino;V1;Mazagao;-2,207;2,722;-0,610;9
40;55;156;156;155;2;a;twk;oxitona;fundamental;masculino;V2;Mazagao;-11,207;3,059;-0,501;9
120;55;149;158;151;2;a;twk;oxitona;fundamental;masculino;V3;Mazagao;-11,207;2,722;0,373;9
131;64;167;165;151;2;a;twk;oxitona;fundamental;masculino;V4;Mazagao;-2,207;3,642;0,493;9
170;61;132;135;157;2;a;twk;oxitona;fundamental;masculino;V1;Mazagao;-5,207;1,387;0,919;9
47;63;154;152;149;2;a;twk;oxitona;fundamental;masculino;V2;Mazagao;-3,207;2,608;-0,424;9
40;55;156;156;155;2;a;twk;oxitona;fundamental;masculino;V3;Mazagao;-11,207;3,059;-0,501;9
120;55;149;158;151;2;a;twk;oxitona;fundamental;masculino;V4;Mazagao;-11,207;2,722;0,373;9
40;53;145;140;138;2;a;twk;oxitona;fundamental;masculino;V1;Mazagao;-13,207;1,346;-0,501;9
150;62;130;142;153;2;a;twk;oxitona;fundamental;masculino;V2;Mazagao;-4,207;1,428;0,700;9
